project_slug,project_name,symbol,category,market_cap_usd,price_usd,ico_price_usd,ico_roi,total_invested,invest_mcap_ratio,first_valuation,last_valuation,funds_count,top_funds
superstate,Superstate,,DeFi,,,,,18000000.000000004,,40000000,140000000,14,"CoinFund ($2,072,727); Distributed Global ($2,072,727); Arrington Capital ($1,272,727); CMT Digital ($1,272,727); Galaxy ($1,272,727)"
narval,Narval,,Wallet,,,,,4000000.0,,40000000,40000000,8,"Bpifrance ($500,000); Motier Ventures ($500,000); Andreessen Horowitz (a16z) ($500,000); Fabric Ventures ($500,000); Strobe (Prev. BlockTower Capital) ($500,000)"
hypelab,HypeLab,,Advertising,,,,,4000000.0,,40000000,40000000,2,"Makers Fund ($2,000,000); Shima Capital ($2,000,000)"
node40,Node40,,Blockchain Service,,,,,16000000.0,,40000000,120000000,1,"Card1Ventures ($16,000,000)"
afterparty,Afterparty,,Social,,,,,8999999.999999998,,40000000,50000000,15,"Blockchange Ventures ($1,233,333); Act One Ventures ($833,333); Tamarack Global ($833,333); Wilson Sonsini ($833,333); Vinny Lingham ($833,333)"
parsec,Parsec, ,Big Data,,,,,4000000.0,,40000000,40000000,4,"CMT Digital ($1,000,000); Galaxy ($1,000,000); Robot Ventures ($1,000,000); Uniswap ($1,000,000)"
beluga,Beluga,,Social,,,,,3999999.999999998,,40000000,40000000,18,"Howard Lindzon ($222,222); Borderless Capital ($222,222); 186 Ventures ($222,222); Dispersion Capital ($222,222); Akash Garg ($222,222)"
triplea,TripleA,,Finance,,,,,14000000.0,,40000000,100000000,3,"Peak XV Partners(ex-Sequoia India) ($5,000,000); Shorooq Partners ($5,000,000); zVentures ($4,000,000)"
authentickator,Authentickator,,Blockchain Service,,,,,4000000.0,,40000000,40000000,1,"Menyala ($4,000,000)"
claim-2,Claim,,Social,,,,,4000000.0,,40000000,40000000,5,"Sequoia Capital ($800,000); 6MV (6th Man Ventures) ($800,000); The Kraft Group ($800,000); Susa Ventures ($800,000); Reflexive Capital ($800,000)"
helika,Helika,,Blockchain Service,,,,,12000000.0,,40000000,80000000,10,"Sparkle Ventures ($1,904,762); Diagram Ventures ($1,904,762); Sfermion ($1,904,762); Pantera Capital ($1,333,333); Damon Gura ($1,333,333)"
ox-fun,OX.FUN ,,DeFi,,,,,4000000.0,,40000000,40000000,4,"Foresight Ventures ($1,000,000); Emchain ($1,000,000); Genblock Capital ($1,000,000); Double Peak ($1,000,000)"
blockus,Blockus,,Gaming,,,,,4000000.0,,40000000,40000000,5,"Altos Ventures ($800,000); Zhuoxun Yin ($800,000); Maple VC ($800,000); Bryan Pellegrino ($800,000); Michael Ma ($800,000)"
oneness,Oneness,,Blockchain,,,,,4000000.0,,40000000,40000000,1,"FineWill Capital ($4,000,000)"
arrow-markets,Arrow Markets,ARROW,DeFi,,0.0024,,,4000000.0,,40000000,40000000,3,"Framework Ventures ($1,333,333); Delphi Ventures ($1,333,333); Blizzard Fund (Avalanche Ecosystem) ($1,333,333)"
othentic,Othentic,,Infrastructure,,,,,4000000.0000000005,,40000000,40000000,12,"Coinbase Ventures ($333,333); HashKey Capital ($333,333); Robot Ventures ($333,333); Collider Ventures ($333,333); Anthony Sassano ($333,333)"
lazybear,LazyBear,,CEX,,,,,3999999.9999999995,,40000000,40000000,6,"Gogeko Labs ($666,667); Shadow Labs ($666,667); Salad Labs ($666,667); Crypto Bullish ($666,667); IBIT ($666,667)"
chainml,TheoriqAI,,Artificial Intelligence (AI),,,,,10199999.999999998,,40000000,62000000,10,"IOSG Ventures ($1,333,333); HashKey Capital ($1,333,333); SNZ Holding ($1,333,333); HTX Ventures (previously Huobi Ventures) ($885,714); Hypersphere Ventures ($885,714)"
parasail,Parasail,,DeFi,,,,,4000000.0000000005,,40000000,40000000,12,"Fenbushi Capital ($333,333); Waterdrip Capital ($333,333); Foresight Ventures ($333,333); Protocol Labs ($333,333); MH Ventures ($333,333)"
recrd,RECRD,,Social,,,,,4000000.0,,40000000,40000000,5,"Alphabit Digital Currency Fund ($800,000); DNA Fund ($800,000); Mitch Richmond ($800,000); Mitch Lowe ($800,000); Sui Foundation ($800,000)"
kintsu,Kintsu,,DeFi,,,,,4000000.000000001,,40000000,40000000,11,"Reciprocal Ventures ($363,636); Brevan Howard ($363,636); Animoca Brands ($363,636); CMT Digital ($363,636); The Spartan Group ($363,636)"
tonx-2,TONX,,Blockchain Service,,,,,4000000.0,,40000000,40000000,2,"SNZ Holding ($2,000,000); Summer Ventures ($2,000,000)"
stork,Stork,,Blockchain Service,,,,,4000000.0,,40000000,40000000,4,"Wintermute ($1,000,000); CMS Holdings ($1,000,000); Lattice ($1,000,000); Faction ($1,000,000)"
zecrey-labs,Zecrey Labs,,Blockchain,,,,,10000000.0,,40000000,60000000,12,"YZi Labs (prev Binance Labs) ($6,000,000); Spark Digital Capital ($363,636); CMT Digital ($363,636); Fundamental Labs ($363,636); The Spartan Group ($363,636)"
blocksense-network,Blocksense Network,,Infrastructure,,,,,4000000.0,,40000000,40000000,7,"Andreessen Horowitz (a16z) ($571,429); Scott Moore ($571,429); MH Ventures ($571,429); Tykhe Block Ventures ($571,429); Selini Capital ($571,429)"
octra,Octra,OCT,Infrastructure,,,,,3999999.999999999,,40000000,40000000,13,"Outlier Ventures ($307,692); Big Brain Holdings ($307,692); Cogitent Ventures ($307,692); ID Theory ($307,692); Finality Capital Partners ($307,692)"
meridian,Meridian,,DeFi,,,,,4000000.0,,40000000,40000000,8,"ParaFi Capital ($500,000); Borderless Capital ($500,000); Amber Group ($500,000); DCF GOD ($500,000); Serafund ($500,000)"
meshmap,MeshMap,,Blockchain Service,,,,,4000000.0,,40000000,40000000,10,"Andy Chatham ($400,000); Andreessen Horowitz (a16z) ($400,000); Balaji Srinivasan ($400,000); Raj Gokal ($400,000); Anatoly Yakovenko ($400,000)"
drop-protocol,Drop Protocol,,DeFi,,,,,4000000.0,,40000000,40000000,17,"CoinFund ($235,294); BitScale Capital ($235,294); CMS Holdings ($235,294); Chorus One ($235,294); BreederDAO ($235,294)"
termina,Termina,,Infrastructure,,,,,4000000.0,,40000000,40000000,10,"P-OPS Team ($400,000); Animoca Brands ($400,000); BitScale Capital ($400,000); Lemniscap ($400,000); Borderless Capital ($400,000)"
valantis,Valantis,,DEX,,,,,4000000.0000000005,,40000000,40000000,12,"Delphi Digital (Delphi Labs) ($333,333); Semantic Ventures ($333,333); SevenX Ventures ($333,333); Robot Ventures ($333,333); Kraken ($333,333)"
fiamma,Fiamma,,Infrastructure,,,,,4000000.0,,40000000,40000000,9,"Chapter One Ventures ($444,444); Daedalus ($444,444); Founderheads ($444,444); Faction ($444,444); L2 Iterative Ventures (L2IV) ($444,444)"
kettle-finance,Kettle Finance,,RWA (Real World Assets),,,,,4000000.0,,40000000,40000000,8,"IOSG Ventures ($500,000); Puzzle Ventures ($500,000); ParaFi Capital ($500,000); Signum Capital ($500,000); Kronos Research ($500,000)"
zkcandy,ZKcandy,,Layer-2,,,,,4000000.0,,40000000,40000000,9,"Animoca Brands ($444,444); The Spartan Group ($444,444); Efficient Frontier ($444,444); WEMIX ($444,444); Lecca Ventures ($444,444)"
goat-gaming,GOAT Gaming,GG,Gaming,,,,,4000000.000000002,,40000000,40000000,30,"Sfermion ($133,333); Framework Ventures ($133,333); BitScale Capital ($133,333); The Spartan Group ($133,333); Sanctor Capital ($133,333)"
mirai-labs,Mirai Labs,,Infrastructure,,,,,4000000.0,,40000000,40000000,8,"Mechanism Capital ($500,000); BitScale Capital ($500,000); Protagonist ($500,000); Oak Grove Ventures ($500,000); Manifold Trading ($500,000)"
acre-2,Acre,,DeFi,,,,,4000000.0,,90000000,90000000,3,"Draper Dragon ($1,333,333); Big Brain Holdings ($1,333,333); Orange DAO ($1,333,333)"
ligero,Ligero,,Infrastructure,,,,,3999999.999999999,,20000000,20000000,13,"Digital Currency Group (DCG) ($307,692); 1kx ($307,692); Robot Ventures ($307,692); Nascent ($307,692); Waikit Lau ($307,692)"
templar-protocol,Templar Protocol,,DeFi,,,,,4000000.0,,40000000,40000000,16,"Digital Asset Capital Management (DACM) ($250,000); Robot Ventures ($250,000); Black Dragon ($250,000); Sam Kazemian ($250,000); Loi Luu ($250,000)"
glider,Glider,,DeFi,,,,,4000000.0,,40000000,40000000,8,"Coinbase Ventures ($500,000); Uniswap ($500,000); GSR Markets (GSR) ($500,000); MoonPay ($500,000); Anagram Crypto ($500,000)"
goquant,GoQuant,,Blockchain Service,,,,,4000000.0,,40000000,40000000,7,"GSR Markets (GSR) ($571,429); Capital Union Bank ($571,429); Tyr Capital ($571,429); Concordium ($571,429); FRNT Financial ($571,429)"
oncade,Oncade,,Gaming,,,,,4000000.0,,40000000,40000000,1,"a16z crypto CSX ($4,000,000)"
hashpower,HashPower,,Infrastructure,,,,,4000000.0,,40000000,40000000,4,"HashKey Capital ($1,000,000); FBG Capital ($1,000,000); DePIN X ($1,000,000); Hailstone Labs ($1,000,000)"
uptopia,Uptopia,,Gaming,,,,,4000000.0,,40000000,40000000,8,"Coinbase Ventures ($500,000); Pantera Capital ($500,000); The Spartan Group ($500,000); Arche Fund ($500,000); Vessel Capital ($500,000)"
usd-ai,USD.AI,,DeFi,,,,,17400000.0,,134000000,40000000,8,"Bullish ($5,675,000); CMT Digital ($1,675,000); Dragonfly Capital ($1,675,000); Framework Ventures ($1,675,000); Big Brain Holdings ($1,675,000)"
loop-crypto,Loop Crypto,,Infrastructure,,,,,3999999.9999999995,,40000000,40000000,6,"Alex Svanevik ($666,667); Andreessen Horowitz (a16z) ($666,667); a_capital ($666,667); Imran Khan ($666,667); Alchemy Ventures ($666,667)"
senpi,Senpi,,DeFi,,,,,4000000.0,,40000000,40000000,2,"Coinbase Ventures ($2,000,000); Lemniscap ($2,000,000)"
nexton-2,Nexton,,DeFi,,,,,4000000.0,,40000000,40000000,7,"Amber Group ($571,429); VistaLabs ($571,429); TON Foundation ($571,429); Metalabs Ventures ($571,429); Danal Pay ($571,429)"
altura-2,Altura,,Yield Aggregator,,,,,4000000.0,,40000000,40000000,3,"Ascension ($1,333,333); Moonfare ($1,333,333); InnoFinCon ($1,333,333)"
lore-ico,Lore,,,,,,,4000000.0,,40000000,40000000,9,"Multicoin Capital ($444,444); CMT Digital ($444,444); Zeneca ($444,444); Sfermion ($444,444); Balaji Srinivasan ($444,444)"
chaos-labs-ico,Chaos Labs,,,,,,,78999999.99999999,,200000000,40000000,37,"PayPal Ventures ($8,380,952); Coinbase Ventures ($4,380,952); General Catalyst ($4,380,952); Galaxy ($4,380,952); Lightspeed Venture Partners ($4,380,952)"
tapio-protocol-ico,Tapio Protocol,TAP,,,,,,3999999.999999999,,40000000,40000000,13,"Valhalla Capital ($307,692); D1 Ventures ($307,692); Polychain Capital ($307,692); Arrington Capital ($307,692); Hypersphere Ventures ($307,692)"
prysm-ico,Prysm,,,,,,,4000000.0,,40000000,40000000,8,"Multicoin Capital ($500,000); CMT Digital ($500,000); Balaji Srinivasan ($500,000); North Island Ventures ($500,000); Zeneca ($500,000)"
superchain-ico,Superchain,,,,,,,4000000.0,,40000000,40000000,1,"Blockchain Capital ($4,000,000)"
webacy-ico,Webacy,,,,,,,4000000.0,,40000000,40000000,9,"Mozilla ($444,444); Quantstamp ($444,444); AJ Vaynerchuk ($444,444); Soma Capital ($444,444); Gary Vaynerchuk ($444,444)"
arrakis-ico,Arrakis,SPICE,,,,,,4000000.0,,40000000,40000000,4,"Robot Ventures ($1,000,000); Accel ($1,000,000); P2 Ventures ($1,000,000); Uniswap ($1,000,000)"
volta-circuit,Volta Circuit,,Blockchain Service,,,,,4100000.0,,41000000,41000000,5,"UpHonest Capital ($820,000); Soma Capital ($820,000); Dispersion Capital ($820,000); Haven Ventures ($820,000); Fika Ventures ($820,000)"
rover,Rover,,DeFi,,,,,4100000.000000001,,41000000,41000000,13,"Animoca Brands ($315,385); CMS Holdings ($315,385); RockTree Capital ($315,385); Infinity Ventures Crypto (IVC) ($315,385); Stake Capital ($315,385)"
tap-protocol,Tapify,TAP (BITCOIN),Infrastructure,,0.181,3.57,0.05x,4200000.0,,42000000,42000000,10,"RW3 Ventures ($420,000); Sora Ventures ($420,000); Kosmos Ventures ($420,000); PetRock Capital ($420,000); MSA Capital ($420,000)"
catalyst-2,Catalyst,,DeFi,,,,,4200000.0,,42000000,42000000,19,"Superscrypt ($221,053); Chase Chapman ($221,053); Circle Ventures ($221,053); The Spartan Group ($221,053); David Phelps ($221,053)"
fedi,Fedi,,Infrastructure,,,,,21200000.0,,42000000,170000000,9,"Kingsway Capital ($3,925,000); Ego Death Capital ($3,925,000); Trammell Venture Partners ($3,925,000); Timechain ($3,925,000); TBD ($3,400,000)"
blocktorch,Blocktorch,,Blockchain Service,,,,,4200000.0,,42000000,42000000,13,"IDEO CoLab Ventures ($323,077); RockawayX ($323,077); Entrepreneur First ($323,077); Charlie Songhurst ($323,077); Speedinvest ($323,077)"
hourglass-2,Hourglass,,DeFi,,,,,4200000.0,,42000000,42000000,5,"Electric Capital ($840,000); Coinbase Ventures ($840,000); Tribe Capital ($840,000); Circle Ventures ($840,000); Hack VC ($840,000)"
light-protocol,Light Protocol,Light,Solana Ecosystem,,,,,4200000.0,,42000000,42000000,8,"Hypersphere Ventures ($525,000); Solana Ventures ($525,000); Balaji Srinivasan ($525,000); Polychain Capital ($525,000); Asymmetric ($525,000)"
trlab,TRLab,,NFT,,,,,9200000.0,,42000000,50000000,23,"HashKey Capital ($1,666,667); OKX Ventures ($1,666,667); Hivemind Capital Partners ($1,666,667); Loic Gouzer ($210,000); Olivia Wang ($210,000)"
baton,Baton,,Social,,,,,4200000.0,,42000000,42000000,7,"BITKRAFT Ventures ($600,000); Techstars ($600,000); Dorm Room Fund ($600,000); Franklin Templeton ($600,000); Harmonic Future ($600,000)"
gasp-2,Gasp (Mangata),GASP,DeFi,,0.0001747,,,9200000.0,,60000000,80000000,13,"Polychain Capital ($1,466,667); CMS Holdings ($1,000,000); MV Global ($1,000,000); Cluster Capital ($1,000,000); Token Metrics ($1,000,000)"
hata,Hata,,Finance,,,,,4200000.0,,42000000,42000000,5,"Cadenza Ventures ($840,000); Bybit ($840,000); Alliance ($840,000); Castle Island Ventures ($840,000); Plug and Play ($840,000)"
stackup,Stackup,,Infrastructure,,,,,4200000.0,,42000000,42000000,5,"Digital Currency Group (DCG) ($840,000); 1kx ($840,000); SevenX Ventures ($840,000); Y Combinator ($840,000); Goodwater ($840,000)"
o1-exchange,o1.exchange,,DEX,,,,,4200000.0,,42000000,42000000,2,"Coinbase Ventures ($2,100,000); Alliance ($2,100,000)"
nifty-apes-ico,Nifty Apes,,,,,,,4200000.0,,42000000,42000000,13,"Variant ($323,077); Flamingo DAO ($323,077); David Hoffman ($323,077); Ryan Sean Adams ($323,077); Coinbase Ventures ($323,077)"
metaversego-ico,MetaverseGo,,,,,,,4200000.0,,42000000,42000000,14,"Mechanism Capital ($300,000); Dragonfly Capital ($300,000); BitScale Capital ($300,000); Galaxy ($300,000); Shima Capital ($300,000)"
gateway-ico,Gateway,,,,,,,4200000.0,,42000000,42000000,10,"Reciprocal Ventures ($420,000); Visary Capital ($420,000); Redbeard Ventures ($420,000); Sandeep Nailwal ($420,000); The Spartan Group ($420,000)"
brahma,Brahma,,DeFi,,,,,4209999.999999999,,42100000,42100000,15,"Ivangbi ($280,667); The Lao ($280,667); Framework Ventures ($280,667); Maven 11 Capital ($280,667); LedgerPrime ($280,667)"
term-structure,Term Structure,,DeFi,,,,,4250000.0,,42500000,42500000,5,"HashKey Capital ($850,000); Cumberland ($850,000); LongLing Capital ($850,000); MZ Web3 Fund ($850,000); Decima ($850,000)"
fantasy-top,fantasy.top,,Gaming,,,,,4250000.0,,42500000,42500000,2,"Dragonfly Capital ($2,125,000); Manifold Trading ($2,125,000)"
allium,Allium,,Blockchain Service,,,,,20750000.0,,42500000,165000000,3,"Amplify Partners ($7,625,000); Kleiner Perkins ($7,625,000); Theory VC ($5,500,000)"
antimetal,Antimetal,,Blockchain Service,,,,,4300000.0,,43000000,43000000,6,"P2 Ventures ($716,667); Chapter One Ventures ($716,667); Builder Capital ($716,667); Alchemy ($716,667); IDEO CoLab Ventures ($716,667)"
alluvial,Alluvial,,DeFi,,,,,22500000.0,,62000000,43000000,9,"Kraken ($4,066,667); Coinbase Ventures ($4,066,667); Variant ($2,860,000); Ethereal Ventures ($2,860,000); Brevan Howard ($2,860,000)"
olympix,Olympix,,Blockchain Service,,,,,4300000.0,,43000000,43000000,5,"Robot Ventures ($860,000); Tarun Chitra ($860,000); Shrug Capital ($860,000); Boldstart Ventures ($860,000); Konstantin Richter ($860,000)"
legitimate,Legitimate,,NFT,,,,,4300000.0,,43000000,43000000,5,"Lemniscap ($860,000); Draper Associates ($860,000); Sfermion Factor VC ($860,000); VERBAL ($860,000); Jeff Miyahara ($860,000)"
roxom,Roxom,,DeFi,,,,,22200000.0,,43000000,179000000,12,"Borderless Capital ($4,905,000); Kingsway Capital ($4,905,000); Draper Associates ($4,475,000); Ego Death Capital ($4,475,000); Cadenza Ventures ($430,000)"
cardinal-ico,Cardinal,,,,,,,4400000.0,,44000000,44000000,5,"Delphi Ventures ($880,000); Animoca Brands ($880,000); Solana Ventures ($880,000); Alameda Research ($880,000); Protagonist ($880,000)"
unlockd-ico,Unlockd,UNLK,,,,,,4400000.000000001,,44000000,44000000,15,"Sfermion ($293,333); BitScale Capital ($293,333); Eden Ventures ($293,333); Sanctor Capital ($293,333); Emfarsis ($293,333)"
cantina-royale,Cantina Royale,CRT,Gaming,,0.0001625,0.04,0.00x,4500000.0,,30000000,30000000,11,"elrond ($409,091); GBV Capital ($409,091); Mechanism Capital ($409,091); Morningstar Ventures ($409,091); Animoca Brands ($409,091)"
gyroscope,Gyroscope,GYFI,Stablecoin Issuer,,0.03861,,,4500000.0,,45000000,45000000,5,"Fernando Martinelli ($900,000); Archetype ($900,000); Galaxy ($900,000); Maven 11 Capital ($900,000); Robot Ventures ($900,000)"
demox-labs,Demox Labs,,Wallet,,,,,4500000.0,,45000000,45000000,11,"Coinbase Ventures ($409,091); Dialectic Capital ($409,091); Santiago Roel Santos ($409,091); DCVC ($409,091); Amplify Partners ($409,091)"
poko,Poko,,Web 3.0,,,,,4500000.0,,45000000,45000000,10,"Y Combinator ($450,000); Global Founders Capital ($450,000); Soma Capital ($450,000); Goodwater ($450,000); Orange DAO ($450,000)"
parallax-2,Parallax,,Finance,,,,,4500000.0,,45000000,45000000,9,"Dragonfly Capital ($500,000); gumi Cryptos Capital ($500,000); General Catalyst ($500,000); Circle Ventures ($500,000); Balaji Srinivasan ($500,000)"
panoptic,Panoptic,,DeFi,,,,,11500000.0,,45000000,70000000,11,"gumi Cryptos Capital ($1,900,000); HashKey Capital ($1,000,000); Zee Prime Capital ($1,000,000); L1 Digital ($1,000,000); Greenfield Capital ($1,000,000)"
glif,GLIF,,DeFi,,,,,4500000.0,,45000000,45000000,8,"Multicoin Capital ($562,500); Fenbushi Capital ($562,500); FinTech Collective ($562,500); Dialectic Capital ($562,500); Zee Prime Capital ($562,500)"
inco-network,Inco Network,,Blockchain,,,,,9500000.0,,45000000,50000000,12,"1kx ($1,476,190); Coinbase Ventures ($833,333); South Park Commons ($833,333); Script Capital ($833,333); Orange DAO ($833,333)"
karma3-labs,Karma3 Labs,,Blockchain Service,,,,,4500000.0,,45000000,45000000,11,"IDEO CoLab Ventures ($409,091); HashKey Capital ($409,091); The Spartan Group ($409,091); Galaxy ($409,091); SevenX Ventures ($409,091)"
blackwing,Blackwing,,DeFi,,,,,4500000.0,,45000000,45000000,15,"Kyber Capital ($300,000); 0xRooter ($300,000); Hashed ($300,000); Arche Fund ($300,000); South Park Commons ($300,000)"
nebra,Nebra,,Infrastructure,,,,,4500000.0,,45000000,45000000,6,"Nascent ($750,000); Nick White ($750,000); Tim Beiko ($750,000); Bankless ($750,000); Sandy Peng ($750,000)"
supervillain-labs,Supervillain Labs,,Gaming,,,,,4500000.0,,45000000,45000000,6,"The Spartan Group ($750,000); NEOWIZ ($750,000); Planetarium ($750,000); CRIT Ventures ($750,000); Presto Labs ($750,000)"
zkx,ZKX,ZKX,DeFi,,0.01925,,,9000000.000000004,,45000000,45000000,15,"Alameda Research ($696,429); Gate.io ($696,429); Amber Group ($696,429); Cluster Capital ($696,429); HTX Ventures (previously Huobi Ventures) ($696,429)"
idos,idOS,,Blockchain Service,,,,,4500000.0,,45000000,45000000,8,"Fabric Ventures ($562,500); Ripple ($562,500); NEAR Foundation ($562,500); Tezos Foundation ($562,500); Gnosis ($562,500)"
ambit-finance,Ambit Finance,AMBT,,,,,,4500000.0,,45000000,45000000,1,"YZi Labs (prev Binance Labs) ($4,500,000)"
pexx,PEXX,,Blockchain Service,,,,,4500000.0,,45000000,45000000,3,"TNB Aura ($1,500,000); Antler ($1,500,000); EMO Capital ($1,500,000)"
breakout-3,Breakout,,Finance,,,,,4500000.0,,45000000,45000000,6,"Mechanism Capital ($750,000); RockawayX ($750,000); C2Ventures (Csquared) ($750,000); Round 13 Digital Asset Fund ($750,000); IOBC Capital ($750,000)"
paravox,PARAVOX,,Gaming,,,,,4500000.0,,45000000,45000000,2,"GREE ($2,250,000); Digital Hearts Holdings ($2,250,000)"
phylax,Phylax,,Blockchain Service,,,,,4500000.0,,45000000,45000000,24,"Robot Ventures ($187,500); Nascent ($187,500); Sandeep Nailwal ($187,500); Figment Capital ($187,500); Dean Eigenmann ($187,500)"
openorigins,OpenOrigins,,Infrastructure,,,,,4500000.0,,45000000,45000000,1,"Galaxy Interactive ($4,500,000)"
relai,Relai,,Finance,,,,,16500000.0,,45000000,120000000,4,"Ego Death Capital ($7,500,000); Timechain ($3,000,000); Plan B Bitcoin Fund ($3,000,000); Solit Group ($3,000,000)"
oh,Oh,,Blockchain Service,,,,,4500000.0,,45000000,45000000,5,"Kosmos Ventures ($900,000); Tagus Capital ($900,000); Big Brain Holdings ($900,000); Bodhi Ventures ($900,000); tangent ($900,000)"
flashnet,Flashnet,,DEX,,,,,4500000.0,,45000000,45000000,11,"Accomplice ($409,091); Abstract Ventures ($409,091); Chapter One Ventures ($409,091); Guillermo Rauch ($409,091); Soma Capital ($409,091)"
spot-zero,Spot Zero,,Gaming,,,,,4500000.0,,45000000,45000000,5,"HashKey Capital ($900,000); The Spartan Group ($900,000); Infinity Ventures Crypto (IVC) ($900,000); BITKRAFT Ventures ($900,000); Gam3Girl Ventures ($900,000)"
splendor,Splendor,SPLD,Blockchain,,0.2906,,,4500000.0,,45000000,45000000,1,"White Rock Group ($4,500,000)"
credit-coop,Credit Coop,,DeFi,,,,,4500000.0,,45000000,45000000,7,"Coinbase Ventures ($642,857); TRGC ($642,857); Maven 11 Capital ($642,857); dlab ($642,857); Signature Ventures ($642,857)"
coop-records,Coop Records,,Music,,,,,4500000.0,,45000000,45000000,15,"Variant ($300,000); Coinbase Ventures ($300,000); 1kx ($300,000); Nascent ($300,000); 1confirmation ($300,000)"
tesser,Tesser,,Blockchain Service,,,,,4500000.0,,45000000,45000000,3,"Strobe (Prev. BlockTower Capital) ($1,500,000); Castle Island Ventures ($1,500,000); Anthemis Group ($1,500,000)"
huddle01-ico,Huddle01,,,,,,,4500000.0,,45000000,45000000,10,"Stani Kulechov ($450,000); LongHash Ventures ($450,000); Balaji Srinivasan ($450,000); Protocol Labs ($450,000); Dan Romero ($450,000)"
sesame-labs-ico,Sesame Labs,,,,,,,4500000.0,,45000000,45000000,12,"Balaji Srinivasan ($375,000); Wing VC ($375,000); South Park Commons ($375,000); Script Capital ($375,000); Samsung Ventures ($375,000)"
luabase-ico,Luabase,,,,,,,4500000.0,,45000000,45000000,6,"Jack Herrick ($750,000); 6MV (6th Man Ventures) ($750,000); Josh Hannah ($750,000); Costanoa Ventures ($750,000); Furqan Rydhan ($750,000)"
