project_slug,project_name,symbol,category,market_cap_usd,price_usd,ico_price_usd,ico_roi,total_invested,invest_mcap_ratio,first_valuation,last_valuation,funds_count,top_funds
m10,M10,,Gaming,,,,,3000000.0,,30000000,30000000,7,"Blockchain Founders Fund ($428,571); Big Brain Holdings ($428,571); GSR Markets (GSR) ($428,571); Monoceros ($428,571); Sui Foundation ($428,571)"
immortal-rising-2,Immortal Rising 2,,Gaming,,,,,3000000.0,,30000000,30000000,10,"The Spartan Group ($300,000); Immutable ($300,000); Cristian Manea ($300,000); 32-Bit Ventures ($300,000); Planetarium ($300,000)"
xweave,Xweave,,Finance,,,,,3000000.0,,30000000,30000000,7,"Fabric Ventures ($428,571); Digital Currency Group (DCG) ($428,571); White Star Capital ($428,571); Jungle Ventures ($428,571); Lightshift Capital ($428,571)"
asigna,Asigna,,Blockchain Service,,,,,3000000.0,,30000000,30000000,8,"Ryan Fang ($375,000); Hivemind Capital Partners ($375,000); Trust Machines ($375,000); Paul Taylor ($375,000); Sats Ventures ($375,000)"
heyelsa,HeyElsa,,AI Agents,,,,,3000000.0,,30000000,30000000,10,"MH Ventures ($300,000); M31 Capital ($300,000); Base Ecosystem Fund ($300,000); 2Shares ($300,000); Levitate Labs ($300,000)"
silhouette,Silhouette,,DEX,,,,,3000000.0,,30000000,30000000,8,"NGC Ventures ($375,000); RockawayX ($375,000); Amber Group ($375,000); Hivemind Capital Partners ($375,000); Protagonist ($375,000)"
makina,Makina,,DeFi,,,,,2999999.999999999,,30000000,30000000,19,"Aleksander Larsen (Psycheout) ($157,895); Ryan Zurrer ($157,895); Ivangbi ($157,895); Cozomo de Medici ($157,895); Bodhi Ventures ($157,895)"
truenorth,TrueNorth,,Artificial Intelligence (AI),,,,,3000000.0,,30000000,30000000,5,"Delphi Digital (Delphi Labs) ($600,000); SNZ Holding ($600,000); GSR Markets (GSR) ($600,000); Ocular VC ($600,000); cyber Fund ($600,000)"
doppler-finance,Doppler Finance,,DeFi,,,,,2999999.999999999,,30000000,30000000,11,"HashKey Capital ($272,727); Digital Currency Group (DCG) ($272,727); Cluster Capital ($272,727); CMCC Global ($272,727); GSR Markets (GSR) ($272,727)"
riva-money,Riva Money,,Blockchain Service,,,,,3000000.0,,30000000,30000000,1,"Project A ($3,000,000)"
holmesai,HolmesAI,,AI Agents,,,,,3000000.0,,30000000,30000000,3,"Waterdrip Capital ($1,000,000); Bitrise Capital ($1,000,000); CGV FoF (Cryptogram Venture) ($1,000,000)"
grainchain,GrainChain,,Finance,,,,,40199999.99999999,,82000000,30000000,6,"Pelion Venture Partners ($9,666,667); Overstock ($9,666,667); BYU Cougar Capital ($9,666,667); Eden Block ($4,100,000); Medici Ventures ($4,100,000)"
